HUVUDMANNATYP|ORGANISATIONSNR|LÄN|LÄNSNAMN|KOMMUN|KOMMUNNAMN|SKOLENHETSKOD|NAMN|ADRESS|POSTNR|POSTORT|BESÖKSADRESS|BESÖKSPOSTNR|BESÖKSPOSTORT|TELENR|WEBB|EPOST|HUVUDMANS NAMN|REKTORS NAMN|BARN- O FRITIDSPROGRAMMET|BYGG- O ANL. PROGRAMMET|EL- O ENERGIPROGRAMMET|FORDONS- O TRANSP. PROGRAMMET|HANDELS O ADM. PROGRAMMET|HANTVERKSPROGRAMMET|HOTELL O TURISMPROGRAMMET|INDUSTRITEKNISKA PROGRAMMET|NATURBRUKSPROGRAMMET|REST.- O LIVSMEDELSPROGRAMMET|VVS O FASTIGHETSPROGRAMMET|VÅRD O OMSORGSPROGRAMMET|EKONOMIPROGRAMMET|ESTETISKA PROGRAMMET|HUMANISTISKA PROGRAMMET|NATURVETENSKAPSPROGRAMMET|SAMHÄLLSVETENSKAPPROGRAMMET|TEKNIKPROGRAMMET|PREPARANDUTBILDNING|PROGRAMINRIKTAT IND. VAL|INDIVIDUELLT ALTERNATIV|SPRÅKINTRODUKTION|YRKESINTRODUKTION|FLYGTEKNIKUTBILDNINGEN|MARINTEKNIKUTBILDINGEN|SJÖFARTSUTBILDNINGEN|TÅGTEKNIKUTBILDNINGEN|UTBILDNINGEN SAMISKA NÄRINGAR|YRKESDANSARUTBILDNINGEN|VIDAREUTBILDING I FORM FJÄRDE TEKNISKT ÅR|ENDAST INTRODUKTIONSPROGRAM|ELEVER BARN O FRITID|ELEVER BYGG O ANL|ELEVER EL O ENERGI|ELEVER FORDON O TRANSP|ELEVER HANDEL O ADM|ELEVER HANTVERK|ELEVER HOTELL O TURISM|ELEVER INDUSTRITEKNISK|ELEVER NATURBRUK|ELEVER REST O LIVSMEDEL|ELEVER VVS O FASTIGHET|ELEVER VÅRD O OMSORG|TOTALT ANTAL ELEVER RIKSREKRYT UTB|ELEVER EKONOMI|ELEVER ESTETISK|ELEVER HUMANISTISK|ELEVER NATURVETENSKAP|ELEVER SAMHÄLLSVETENSKAP|ELEVER TEKNIK|ELEVER IB|ELEVER INTRO PREPARAND|ELEVER INTRO PROGRAMINR INDIVID|ELEVER YRKESINTRO|ELEVER INTRO INDIVID|ELEVER SPRÅKINTRO|TOTALT ANTAL ELEVER INTRODUKTIONSPROGRAM|ELEVER FLYGTEKNIKUTBILDNING|ELEVER MARINTEKNIKUTBILDNING|ELEVER SJÖFARTSUTBILDNING|ELEVER TÅGTEKNIKUTBILDNING|ELEVER UTB SAMISKA NÄRINGAR|ELEVER YRKESDANSARUTB|ELEVER VIDAREUTB FJÄRDE TEKNISKT ÅR|ELEVER TOTALT|INRIKTNING|JURIDISK FORM
Enskild|5565974671|12|Skåne län|1283|Helsingborg|83085136|Helsingborgs Ridgymnasium|Depågatan 128|25464|HELSINGBORG|Depågatan 128|25464|HELSINGBORG|042-152075|http://www.ridgymnasiet.nu|info@ridgymnasiet.nu|HUMEQ EDUCATION AB|Gunnar Genfors|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|134|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|134|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|6111063951|12|Skåne län|1283|Helsingborg|75458014|Helsingborgs Sportgymnasium|Landskronavägen 22|25232|HELSINGBORG|Landskronavägen 22|25232|HELSINGBORG|042-294254|http://www.hbgsportgymnasium.com|info@hbgsportgymnasium.com|Krisping, Stefan|Stefan Krisping|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|N|N|N|42|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|51|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|94|Allmän|Fysiska personer
Enskild|5565523858|12|Skåne län|1283|Helsingborg|65136104|Impius gymnasium|Landskronavägen 1|25232|HELSINGBORG|Landskronavägen 1|25232|HELSINGBORG|042-4990900|http://www.impius.se|lisa.hammarlund@impius.se|IMPIUS UTVECKLINGS AB|Lisa Hammarlund|N|N|N|N|N|N|N|N|N|J|J|N|N|N|N|J|J|N|N|N|J|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|14|12|0|0|0|0|0|12|19|0|0|0|0|8|12|0|20|0|0|0|0|0|0|0|77|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001157|12|Skåne län|1283|Helsingborg|61826221|International school of Hbg/Gy|Studievägen 2|25247|HELSINGBORG|Studievägen 2|25247|HELSINGBORG|042-105705|http://www.helsingborg.se/internationalschool|info.internationellaskolan@helsingborg.se|HELSINGBORGS KOMMUN|Öivind Linnerud|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|141|0|0|0|0|0|0|0|0|0|0|0|0|0|141||Kommuner
Enskild|5565970471|12|Skåne län|1283|Helsingborg|79033948|IT-Gymnasiet Helsingborg|Carl Krooksgatan 9|25225|HELSINGBORG|Carl Krooksgatan 9|25225|HELSINGBORG|042-177030|http://www.it-gymnasiet.se|info.helsingborg@it-gymnasiet.se|IT Gymnasiet Sverige AB|Susanne Alkbrand|N|N|J|N|N|N|N|N|N|N|N|N|N|J|N|N|N|J|N|N|N|J|N|N|N|N|N|N|N|N|N|0|0|81|0|0|0|0|0|0|0|0|0|0|0|26|0|0|0|80|0|0|0|0|0|0|0|0|0|0|0|0|0|0|187|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5566358759|12|Skåne län|1283|Helsingborg|56330385|JENSEN Gymnasium Helsingborg|Kaliforniegatan 4|25225|HELSINGBORG|Kaliforniegatan 4|25225|HELSINGBORG|042-4532960|http://www.jensengymnasium.se|samar.el-khatib@jenseneducation.se|JENSEN EDUCATION COLLEGE AB|Samar El-Khatib|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|36|0|0|0|0|0|0|0|0|68|0|0|48|48|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|200|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|8450003481|12|Skåne län|1283|Helsingborg|20228162|Johannes Hedberggymnasiet|Box 7124, Folkuniversitetet|25007|HELSINGBORG|Trädgårdsgatan 25|25224|HELSINGBORG|042-385603|http://www.folkuniversitetet.se/jhg|jhg@folkuniversitetet.se|FOLKUNIVERSITETET STIFTELSEN KURS- VERKSAMHETEN VID LUNDS UNIVERSITET|Raimo Hiltunen|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|145|147|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|292|Allmän|Övriga stiftelser och fonder, inkl pensionsstiftelser och personalstiftelser
Enskild|5564851649|12|Skåne län|1283|Helsingborg|68240485|LBS Ljud & Bildskolan Helsingborg|Bruksgatan 29|25224|HELSINGBORG|Bruksgatan 29|25224|HELSINGBORG|042-210950|http://www.lbs.se|helsingborg@lbs.se|LJUD & BILDSKOLAN LBS AB|Anders Johnsson|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|172|0|0|26|136|0|0|0|0|0|0|0|0|0|0|0|0|0|0|334|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5565956553|12|Skåne län|1283|Helsingborg|95046058|Mega Musik gymnasium|Järnvägsgatan 25|25224|HELSINGBORG|Järnvägsgatan 25|25224|HELSINGBORG|042-141519|http://www.megamusik.se|info@megamusik.se|MEGA MUSIK GYMNASIESKOLA AB|Cornelia Nyström|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|112|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|112|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001157|12|Skåne län|1283|Helsingborg|44392995|Nicolaiskolan|Studievägen 2|25247|HELSINGBORG|Studievägen 2|25247|HELSINGBORG|042-105644|http://www.helsingborg.se/nicolaiskolan|nicolaiskolan@helsingborg.se|HELSINGBORGS KOMMUN|Cecilia Nilsson|N|N|N|N|N|J|N|N|N|N|N|N|J|J|N|N|N|N|J|J|J|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|92|0|0|0|0|0|0|0|126|151|0|0|0|0|0|6|3|0|68|129|206|0|0|0|0|0|0|0|575||Kommuner
Kommunal|2120001157|12|Skåne län|1283|Helsingborg|53462953|Olympiaskolan|S Stenbocksgatan 75|25247|HELSINGBORG|S Stenbocksgatan 75|25247|HELSINGBORG|042-102200|http://www.helsingborg.se/olympiaskolan|olympiaskolan@helsingborg.se|HELSINGBORGS KOMMUN|Anders Nilsson|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|22|193|438|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|653||Kommuner
Enskild|5562575786|12|Skåne län|1283|Helsingborg|69241230|Praktiska Helsingborg|Östra Sandgatan 9c|25227|HELSINGBORG|Östra Sandgatan 9c|25227|HELSINGBORG|042-108860|http://www.praktiska.se|lars.nordstrom@vindora.se|Praktiska Sverige AB|Lars Nordström|N|J|J|J|N|J|N|J|J|N|J|N|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|22|22|8|0|9|0|11|1|0|25|0|0|0|0|0|0|0|0|0|0|23|11|0|0|34|0|0|0|0|0|0|0|132|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5566157102|12|Skåne län|1283|Helsingborg|60730660|ProCivitas Privata Gymnasium, Helsingborg|Billeplatsen 1|25223|HELSINGBORG|Södra Storgatan 3-5|25223|HELSINGBORG|042-126000|http://www.procivitas.se|helsingborg@procivitas.se|ProCivitas Privata Gymnasium AB|Henrik Heide|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|221|0|0|210|104|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|535|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5565715892|12|Skåne län|1283|Helsingborg|85544331|Realgymnasiet Helsingborg|Södra Kyrkogatan 7|25223|HELSINGBORG|Södra Kyrkogatan 7|25223|HELSINGBORG|010-1398340|http://www.realgymnasiet.se|helsingborg@realgymnasiet.se|Lärande i Sverige AB|Annacarin Jendland|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|30|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|31|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001157|12|Skåne län|1283|Helsingborg|80327946|Rönnowska skolan|Bredgatan 22|25225|HELSINGBORG|Bredgatan 22|25225|HELSINGBORG|042-107100|http://www.helsingborg.se/ronnowskaskolan|ronnowska.skolan@helsingborg.se|HELSINGBORGS KOMMUN|Elisabeth Bengtsson|N|J|J|J|N|J|J|N|N|J|J|N|N|N|N|N|N|N|N|J|J|J|J|N|N|N|N|N|N|N|N|0|113|141|132|0|31|73|0|0|169|61|0|0|0|0|0|0|0|0|0|0|44|62|35|18|159|0|0|0|0|0|0|0|879||Kommuner
Enskild|5566139290|12|Skåne län|1283|Helsingborg|82592568|Thoren Business School Helsingborg|Södra Storgatan 23|25223|HELSINGBORG|Södra Storgatan 23|25223|HELSINGBORG|042-3111381|http://www.affarsgymnasiet.se|helsingborg@affarsgymnasiet.se|THORENGRUPPEN AB|Ann-Christin Maltelid|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|177|0|0|33|59|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|269|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001157|12|Skåne län|1283|Helsingborg|78875918|Tycho Braheskolan|Studievägen 4|25247|HELSINGBORG|Studievägen 4|25247|HELSINGBORG|042-105738|http://www.helsingborg.se/tychobraheskolan|tychobraheskolan@helsingborg.se|HELSINGBORGS KOMMUN|Anette Lilja|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|J|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|87|0|0|0|0|119|0|187|0|0|4|34|0|0|38|0|0|0|0|0|0|0|431||Kommuner
Enskild|5564889482|12|Skåne län|1283|Helsingborg|78023197|Victum Gymnasium|Järnvägsgatan 13|25224|HELSINGBORG|Järnvägsgatan 13|25224|HELSINGBORG|042-370711|http://www.victum.se|info.gy@victum.se|Victum Gymnasium Aktiebolag|Annsophi Hamark/Hans Dahlin|J|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|80|0|0|0|0|0|0|0|0|0|0|81|0|0|0|0|0|0|0|0|0|6|0|0|0|6|0|0|0|0|0|0|0|167|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001165|12|Skåne län|1284|Höganäs|86296935|Kullagymnasiet|Långarödsvägen 30|26334|HÖGANÄS|Långarödsvägen 30|26334|HÖGANÄS|042-337401|http://www.hoganas.se|britt-inger.suneson@hoganas.se|HÖGANÄS KOMMUN|Britt-Inger Suneson|N|N|J|N|J|N|N|N|N|N|N|N|N|N|N|J|J|J|J|J|J|J|N|N|N|N|N|N|N|N|N|0|0|36|0|27|0|0|0|0|0|0|0|0|0|0|0|110|139|80|0|3|9|0|20|65|97|0|0|0|0|0|0|0|489||Kommuner
Kommunal|2120001173|12|Skåne län|1285|Eslöv|15077883|Bergagymnasiet|Verkstadsvägen 1|24138|ESLÖV|Verkstadsvägen 1|24138|ESLÖV|0413-62398|http://www.eslov.se|info.bergagymnasiet@eslov.se|ESLÖVS KOMMUN|Ann-Marie Borgqvist|J|J|J|J|J|N|N|N|N|J|N|J|J|N|N|J|J|J|J|J|J|J|J|N|N|N|N|N|N|N|N|74|54|6|12|43|0|0|0|0|40|0|7|0|81|0|0|16|75|40|0|1|23|15|26|66|131|0|0|0|0|0|0|0|579||Kommuner
Enskild|5569306979|12|Skåne län|1286|Ystad|31380193|Fria Läroverken i Ystad|Björnstjernegatan 2 B|27139|YSTAD|Björnstjernegatan 1 A|27139|YSTAD|0735-192971|http://www.ostersjogymnasiet.se/ystad|ystad@ostersjogymnasiet.se|Gymnasieskolor i Syd AB|Lars-Olov Kullberg|N|N|J|N|J|J|N|N|N|J|N|N|J|J|N|N|J|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|22|0|6|14|0|0|0|24|0|0|0|15|27|0|0|18|0|0|0|9|0|0|0|9|0|0|0|0|0|0|0|135|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5562575786|12|Skåne län|1286|Ystad|90290154|Praktiska Ystad|Sixten Sparres gata 2|27139|YSTAD|Sixten Sparres gata 2|27139|YSTAD|0411-79562|http://www.praktiska.se|Eva.Ljungfelt@vindora.se|Praktiska Sverige AB|Eva Ljungfelt|N|J|J|N|N|J|N|N|N|N|J|J|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|20|12|0|0|17|0|0|0|0|39|15|0|0|0|0|0|0|0|0|0|15|5|0|0|20|0|0|0|0|0|0|0|123|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001181|12|Skåne län|1286|Ystad|25847233|Ystad Gymnasium, område 1||27180|YSTAD|Surbrunnsvägen 1|27140|YSTAD|070-9230713|http://ystadgymnasium.se|victoria.svennergard@ystad.se|YSTAD KOMMUN|Ewa Österlind|J|N|N|N|J|N|N|N|J|N|N|J|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|63|0|0|0|56|0|0|0|40|0|0|68|0|0|0|0|0|0|0|0|0|7|0|0|0|7|0|0|0|0|0|0|0|234||Kommuner
Kommunal|2120001181|12|Skåne län|1286|Ystad|62612992|Ystad Gymnasium, område 2||27180|YSTAD|Surbrunnsvägen 1|27140|YSTAD|070-9230713|http://ystadgymnasium.se|victoria.svennergard@ystad.se|YSTAD KOMMUN|Lena Schmidt|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|J|J|J|N|J|N|N|N|N|N|N|N|N|J|N|0|0|0|0|0|0|0|0|0|0|0|0|0|126|34|0|130|1|94|0|2|0|0|1|0|3|0|0|0|0|0|0|0|388||Kommuner
Kommunal|2120001181|12|Skåne län|1286|Ystad|85485803|Ystad Gymnasium, område 3||27180|YSTAD|Surbrunnsvägen 1|27140|YSTAD|070-9230713|http://ystadgymnasium.se|victoria.svennergard@ystad.se|YSTAD KOMMUN|Alexandra Birch|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|262|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|262||Kommuner
Kommunal|2120001181|12|Skåne län|1286|Ystad|16161214|Ystad Gymnasium, område 4||27180|YSTAD|Industrigatan 6|27139|YSTAD|0411-577440|http://www.ystadgymnasium.se|annika.sandberg@ystad.se|YSTAD KOMMUN|Annika Ekberg|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|39|7|74|126|0|0|0|0|0|0|0|126||Kommuner
Kommunal|2120001181|12|Skåne län|1286|Ystad|92816527|Ystad Gymnasium, område 5||27180|YSTAD|Industrigatan 6|27139|YSTAD|070-9230748|http://www.ystadgymnasium.se|agneta.munter@ystad.se|YSTAD KOMMUN|Mattias Rådmark|N|J|J|J|N|J|J|N|N|J|N|N|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|81|91|55|0|45|0|0|0|20|0|0|0|0|0|0|0|0|0|0|0|26|3|0|3|32|0|0|0|0|0|0|0|324||Kommuner
Kommunal|2120001181|12|Skåne län|1286|Ystad|98387869|Ystad Gymnasium, område 6||27180|YSTAD|Surbrunnsvägen 1|27140|YSTAD|070-4311703|http://ystadgymnasium.se|malin.tannerstal@ystad.se|YSTAD KOMMUN|Josephine Müllern|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|J|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001199|12|Skåne län|1287|Trelleborg|76448076|Söderslättsgymnasiet Ro 1|Box 1008|23125|TRELLEBORG|Bruksgatan 13|23143|TRELLEBORG|0410-733614|http://www.trelleborg.se|bildningsforvaltningen@trelleborg.se|TRELLEBORGS KOMMUN|Boel Holmqvist|N|J|J|N|N|N|N|N|N|N|N|N|N|J|N|J|J|N|J|J|N|N|J|N|N|N|N|N|N|N|N|0|92|69|0|0|0|0|0|0|0|0|0|0|0|49|0|72|1|0|0|1|18|1|0|0|20|0|0|0|0|0|0|0|303||Kommuner
Kommunal|2120001199|12|Skåne län|1287|Trelleborg|31537066|Söderslättsgymnasiet Ro 2|Box 1008|23125|TRELLEBORG|S:t Nicolaiplan|23143|TRELLEBORG|0410-733614|http://www.trelleborg.se|bildningsforvaltningen@trelleborg.se|TRELLEBORGS KOMMUN|Bengt-Göran Persson|N|N|N|N|N|J|N|J|N|N|N|J|N|N|N|N|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|13|0|16|0|0|0|39|0|0|0|0|0|0|58|0|0|11|0|0|0|11|0|0|0|0|0|0|0|137||Kommuner
Kommunal|2120001199|12|Skåne län|1287|Trelleborg|86488203|Söderslättsgymnasiet Ro 3|Box 1008|23125|TRELLEBORG|S:t Nicolaiplan|23143|TRELLEBORG|0410-733614|http://www.trelleborg.se|bildningsforvaltningen@trelleborg.se|TRELLEBORGS KOMMUN|Anders Wramnell|J|N|N|N|J|J|N|N|N|N|N|N|J|N|N|N|J|J|N|J|J|N|N|N|N|N|N|N|N|N|N|57|0|0|0|57|6|0|0|0|0|0|0|0|159|0|0|0|182|1|0|0|22|0|1|0|23|0|0|0|0|0|0|0|485||Kommuner
Kommunal|2120001199|12|Skåne län|1287|Trelleborg|97509989|Söderslättsgymnasiet Ro 4|Box 1008|23125|TRELLEBORG|S:t Nicolaiplan|23143|TRELLEBORG|0410-733614|http://www.trelleborg.se|bildningsforvaltningen@trelleborg.se|TRELLEBORGS KOMMUN|Mattias Rådmark|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|32|40|68|146|0|0|0|0|0|0|0|146||Kommuner
Kommunal|2120000951|12|Skåne län|1290|Kristianstad|73063662|Christian 4:s Gymnasium ES|Östra Boulevarden 13|29153|KRISTIANSTAD|Östra Boulevarden 13|29153|KRISTIANSTAD|044-136070|http://c4gymnasium.se/|christian.4s.gymnasium@utb.kristianstad.se|KRISTIANSTADS KOMMUN|Christel Lundin|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|240|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|242||Kommuner
Kommunal|2120000951|12|Skåne län|1290|Kristianstad|40766349|Christian 4:s Gymnasium HU, SA|Östra Boulevarden 13|29153|KRISTIANSTAD|Östra Boulevarden 13|29153|KRISTIANSTAD|044-136070|http://c4gymnasium.se/|christian.4s.gymnasium@utb.kristianstad.se|KRISTIANSTADS KOMMUN|Eva-Lotta Enqvist|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|N|N|N|J|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|47|27|0|101|0|0|0|0|0|3|0|3|0|0|0|0|0|0|0|178||Kommuner
Enskild|5565755500|12|Skåne län|1290|Kristianstad|71571158|Framtidsgymnasiet Kristianstad|Tegelbruksvägen 18|29136|KRISTIANSTAD|Tegelbruksvägen 18|29136|KRISTIANSTAD|044-7751159|http://www.framtidsgymnasiet.se|info@framtidsgymnasiet.se|Framtidsgymnasiet i Sverige AB|Bo Berntsson|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|J|J|J|N|N|N|N|N|N|N|N|0|21|0|62|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|50|2|0|68|0|0|0|0|0|0|0|151|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5565970471|12|Skåne län|1290|Kristianstad|53691739|IT-Gymnasiet Kristianstad|Västra Vallgatan 2|29131|KRISTIANSTAD|Västra Vallgatan 2|29131|KRISTIANSTAD|070-3880012|http://www.it-gymnasiet.se|info.kristianstad@it-gymnasiet.se|IT Gymnasiet Sverige AB|Heléne Kjellgren|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|J|N|N|N|N|N|N|N|N|N|N|N|0|0|102|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|56|0|1|2|0|0|0|3|0|0|0|0|0|0|0|161|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5564851649|12|Skåne län|1290|Kristianstad|43251309|LBS Ljud & Bildskolan Kristianstad|Lasarettsboulevarden 2H|29131|KRISTIANSTAD|Lasarettsboulevarden 2H|29133|KRISTIANSTAD|044-216400|http://www.lbs.se|kristianstad@lbs.se|LJUD & BILDSKOLAN LBS AB|Mirnes Meskic|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|104|0|0|0|57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|161|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5566456348|12|Skåne län|1290|Kristianstad|52705247|Lejongymnasiet|Östra Vallgatan 33-35|29131|KRISTIANSTAD|Östra Vallgatan 33-35|29131|KRISTIANSTAD|044-125080|http://www.lejongymnasiet.se|lejonskolan@telia.com|LEJONSKOLAN AB|Anne Ryden|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|21|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000951|12|Skåne län|1290|Kristianstad|97596286|Milnergymnasiet BF, HV, VO|J A Hedlunds väg 15|29133|KRISTIANSTAD|J A Hedlunds väg 15|29133|KRISTIANSTAD|044-135958|http://www.kristianstad.se/milnergymnasiet|milnergymnasiet@utb.kristianstad.se|KRISTIANSTADS KOMMUN|Roger Svanberg|J|N|N|N|N|J|N|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|0|0|0|0|80|0|0|0|0|0|111|0|0|0|0|0|0|0|0|0|5|14|0|0|19|0|0|0|0|0|0|0|210||Kommuner
Enskild|5565789129|12|Skåne län|1290|Kristianstad|67554405|Plusgymnasiet Kristianstad|Föreningsgatan 1|29133|KRISTIANSTAD|Föreningsgatan 1|29133|KRISTIANSTAD|044-7901401|http://www.plusgymnasiet.se|kristianstad@plusgymnasiet.se|Plusgymnasiet AB|Jens Levin|J|N|N|N|J|J|N|N|N|N|N|J|J|J|N|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|N|45|0|0|0|92|60|0|0|0|0|0|86|0|24|29|0|0|118|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|454|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5562575786|12|Skåne län|1290|Kristianstad|86473502|Praktiska Kristianstad|Stridsvagnsvägen 7|29139|KRISTIANSTAD|Stridsvagnsvägen 7|29139|KRISTIANSTAD|0725-411035|http://www.praktiska.se|lena.bergh@vindora.se|Praktiska Sverige AB|Lena Bergh|N|J|N|N|J|J|N|N|J|N|J|J|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|3|0|0|8|10|0|0|8|0|6|7|0|0|0|0|0|0|0|0|0|25|16|0|0|41|0|0|0|0|0|0|0|83|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
