HUVUDMANNATYP|ORGANISATIONSNR|LÄN|LÄNSNAMN|KOMMUN|KOMMUNNAMN|SKOLENHETSKOD|NAMN|ADRESS|POSTNR|POSTORT|BESÖKSADRESS|BESÖKSPOSTNR|BESÖKSPOSTORT|TELENR|WEBB|EPOST|FKLASS|ÅR1|ÅR2|ÅR3|ÅR4|ÅR5|ÅR6|ÅR7|ÅR8|ÅR9|HUVUDMANS NAMN|REKTORS NAMN|ELEVAR FKLASS|ELEVER ÅR1|ELEVER ÅR2|ELEVER ÅR3|ELEVER ÅR4|ELEVER ÅR5|ELEVER ÅR6|ELEVER ÅR7|ELEVER ÅR8|ELEVER ÅR9|INRIKTNING|JURIDISK FORM
Kommunal|2120001215|13|Hallands län|1380|Halmstad|73234884|Furulundsskolan 2|Box 180, Skolkontor Centrum|30105|HALMSTAD|Karl Ivarssons gata 25|30261|HALMSTAD|035-138644|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|J|J|J|J|J|J|J|N|N|N|HALMSTADS KOMMUN|Dick Hero|45|57|59|60|52|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|44028674|Furulundsskolan 3|Box 180, Skolkontor Centrum|30105|HALMSTAD|Karl ifvarssons gata 25|30247|HALMSTAD|035-138644|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|J|J|J|J|N|N|N|N|N|N|HALMSTADS KOMMUN|Jasmina Sandlund|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|65388353|Fyllingeskolan 1|Box 275, Skolkont. Söder|30107|HALMSTAD|Gäddvägen 181|30254|HALMSTAD|035-138836|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|J|J|J|J|J|J|HALMSTADS KOMMUN|Fredrik Samuelsson|0|0|0|0|24|18|22|38|46|46||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|50826766|Fyllingeskolan 2|Box 275, Skolkontor Söder|30107|HALMSTAD|Gäddvägen 181|31044|HALMSTAD|035-138836|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|J|J|J|J|J|J|J|J|J|J|HALMSTADS KOMMUN|Helén Smith|51|39|53|50|25|19|25|1|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|58934713|Fyllingeskolan 3|Gäddvägen 181|31044|HALMSTAD|Gäddvägen 181|31044|HALMSTAD|035-138836|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|J|N|N|N|N|N|N|N|N|N|HALMSTADS KOMMUN|Bodil Wichtel|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|99829869|Getingeskolan 1|Box 39, Skolkontor Norr|30102|HALMSTAD|Broavägen 27|31041|GETINGE|035-139940|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|J|J|N|N|N|N|HALMSTADS KOMMUN|Nikola Trubarac|36|0|35|0|43|0|79|0|77|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|28451136|Getingeskolan 2|Box 39, Skolkontor Norr|30102|HALMSTAD|Broavägen 27|31041|GETINGE|035-139940|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|N|N|N|N|N|N|J|J|J|J|HALMSTADS KOMMUN|Kristina Ahlström|0|30|0|27|0|42|0|72|0|65||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|74772092|Gullbrandstorpsskolan 1|Box 39, Skolkontor Norr|30102|HALMSTAD|Grangatan 11|31042|GULLBRANDSTORP|035-138950|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|J|J|J|J|J|J|HALMSTADS KOMMUN|Ola Ekstrand|32|0|30|0|0|30|53|49|75|73||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|62072720|Gullbrandstorpsskolan 2|Box 39, Skolkontor Norr|30102|HALMSTAD|Grangatan 11|30279|GULLBRANDSTORP|035-59466|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|J|J|J|J|J|J|J|J|J|J|HALMSTADS KOMMUN|Elisabeth Collin|0|21|0|27|24|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|25323576|Haverdals byskola 1|Box 39, Skolkontor Norr|30102|HALMSTAD|Klövervägen|30241|HAVERDAL|035-51750|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|J|J|N|N|N|N|HALMSTADS KOMMUN|Anders Hjalmarsson|31|18|29|31|23|23|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|64835469|Hovgårdsskolan 1|Box 39, Skolkontor Norr|30102|HALMSTAD|Gamla Tylösandsvägen 1|30238|HALMSTAD|035-138950|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|J|J|J|J|J|J|N|N|N|N|HALMSTADS KOMMUN|Fredrik Landelius|42|64|43|48|62|59|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|44054322|Hovgårdsskolan 2|Box 39, Skolkontor Norr|30102|HALMSTAD|Gamla Tylösandsvägen 1|30241|HALMSTAD|035-139465|www.halmstad.se/forskolaskola/grundskola616ar/grundskolor||J|J|J|N|N|J|N|N|N|N|HALMSTADS KOMMUN|Susanne Thorén|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|18685784|Jutarumsskolan 1|Box 39, Skolkontor Norr|30102|HALMSTAD|Jutarumsvägen 1|30238|HALMSTAD|035-138950|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|J|J|N|N|N|N|HALMSTADS KOMMUN|Susanne Thorén|46|39|28|38|20|34|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|21578641|Kvibilleskolan 1|Box 39, Skolkontor Norr|30102|GETINGE|Göteborgsvägen 24|30251|KVIBILLE|035-56413|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|J|J|N|N|N|N|HALMSTADS KOMMUN|Anders Hjalmarsson|17|12|15|19|11|11|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|54036921|Linehedsskolan 1|Box 180, Skolkontor Centrum|30107|HALMSTAD|Linehedsvägen 20|30244|HALMSTAD|035-182727|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|N|N|N|N|N|N|HALMSTADS KOMMUN|Marie Liljenberg|42|41|48|44|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|35195991|Lyngåkraskolan 1|Box 39, Skolkontor Norr|30102|HALMSTAD|Tranevallsvägen 2 B|30244|HARPLINGE|035-171842|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|J|J|N|N|N|N|HALMSTADS KOMMUN|Tony Roth|32|36|27|27|32|34|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|99784968|Nyhemsskolan 1|Box 180, Skolkontor Centrum|30105|HALMSTAD|Stålgatan 10|30244|HALMSTAD|035-182727|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|J|J|N|N|N|N|HALMSTADS KOMMUN|Yvonne Schnell|27|23|28|22|20|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|97293709|Nyhemsskolan 2|Box 180, Skolkontor Centrum|30105|HALMSTAD|Stålgatan 10|30244|HALMSTAD|035-182727|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|J|J|N|N|N|N|HALMSTADS KOMMUN|Anette Nyh Lindh|22|21|20|19|22|25|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|92874341|Slottsjordsskolan 1|Box 180, Skolkontor Centrum|30105|HALMSTAD|Skånegatan 25|30256|HALMSTAD|035-138660|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|N|N|N|N|N|N|HALMSTADS KOMMUN|Therese Lek|23|20|26|27|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|15130387|Slottsjordsskolan 2|Box 180, Skolkontor Centrum|30105|HALMSTAD|Skånegatan 25|30230|HALMSTAD|035-138660|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|J|J|J|J|N|N|N|N|N|N|HALMSTADS KOMMUN|Maria Stenström|70|53|56|53|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|36214465|Snöstorpsskolan 1|Box 275, Skolkontor Söder|30107|HALMSTAD|Litorinavägen 27|31040|HALMSTAD|035-182727|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|N|N|N|N|N|N|HALMSTADS KOMMUN|Magnus Ljungdahl|63|42|64|65|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|14650872|Snöstorpsskolan 2|Box 275, Skolkontor Söder|30107|HALMSTAD|Litorinavägen 27|30230|HALMSTAD|035-182727|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|N|N|N|N|J|J|N|N|N|N|HALMSTADS KOMMUN|Jonas Angeria|0|0|0|0|54|50|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|42990016|Sofiebergsskolan 1|Box 180, Skolkontor Centum|30105|HALMSTAD|Sofiebergsvägen|30250|HALMSTAD|035-138683|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|J|J|N|N|N|N|HALMSTADS KOMMUN|Helena Hyttfors|43|49|50|42|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|75899176|Sofiebergsskolan 2|Box 180, Skolkontor Centum|30105|HALMSTAD|Sofiebergsvägen|30250|HALMSTAD|035-138683|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|J|J|N|N|N|N|HALMSTADS KOMMUN|Daniel Josefsson|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|35619413|Steningeskolan 1|Box 39, Skolkontor Norr|30102|HALMSTAD|Steninge|30250|HARPLINGE|035-55182|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|N|N|N|N|N|N|HALMSTADS KOMMUN|Tony Roth|11|11|14|13|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|52347444|Stenstorpsskolan 1|Box 180, Skolkontor Centum|30105|HALMSTAD|Stenstorpsvägen 5|30250|HALMSTAD|035-132313|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|N|N|N|N|J|J|J|J|J|J|HALMSTADS KOMMUN|Daniel Josefsson|0|0|0|0|39|52|52|32|39|40||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|81339748|Särskolan Lummer|Box 180, Skolkontor Centrum|30105|HALMSTAD|Lummervägen|30265|HALMSTAD|035-137129|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|N|J|N|N|N|J|HALMSTADS KOMMUN|Helena Poddany|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|18751410|Söndrumskolan 1|Box 39, Skolkontor Norr|30102|HALMSTAD|Kristinebergsvägen 1|31333|HALMSTAD|035-138950|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|N|N|N|N|N|N|J|J|J|J|HALMSTADS KOMMUN|Hans Åkerlund|0|0|0|0|0|0|59|70|48|44||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|67995611|Söndrumskolan 2|Box 39, Skolkontor Norr|30102|HALMSTAD|Kristinebergsvägen 1|30258|HALMSTAD|035-138950|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|N|N|N|N|N|N|J|J|J|J|HALMSTADS KOMMUN|Maria Rüter|0|0|0|0|0|0|41|73|45|67||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|86573921|Trönningeskolan 1|Box 275, Skolkont. Söder|30107|HALMSTAD|Laxviksvägen 30|30258|HALMSTAD|035-138874|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|N|N|N|J|J|J|J|J|J|HALMSTADS KOMMUN|UrbanThored|0|0|0|0|37|40|43|65|48|52||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|31467305|Trönningeskolan 2|Box 275, Skolkontor Söder|30107|HALMSTAD|Laxviksvägen 30|30258|HALMSTAD|035-138874|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|J|J|J|J|N|N|N|N|N|N|HALMSTADS KOMMUN|Linda Svensson|34|44|50|39|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|16275809|Valhallaskolan 1|Box 39, Skolkontor Norr|30102|HALMSTAD|Viktoriagatan 21|30238|OSKARSTRÖM|035-61785|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|J|J|J|N|N|N|HALMSTADS KOMMUN|Margaretha Eriksson|30|49|35|37|42|30|28|0|0|0||Kommuner
Enskild|8492023802|13|Hallands län|1380|Halmstad|42422737|Wallbergsskolan|Slottsmöllan, ingång i|30231|HALMSTAD|Slottsmöllan, ingång i|30231|HALMSTAD|035-2651200|http://www.wallbergsskolan.se|rektor@wallbergsskolan.se|J|J|J|J|J|J|J|J|J|J|WALLBERGSSKOLANS IDEELLA FÖRENING|Gunnar Bjärnlid|21|21|21|21|20|22|20|22|22|21|Allmän|Ideella föreningar
Kommunal|2120001215|13|Hallands län|1380|Halmstad|19274764|Vallåsskolan 1|Box 275, Skolkontor Söder|30107|HALMSTAD|Vallås centrum|30266|HALMSTAD|035-137583|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|J|J|J|J|J|J|HALMSTADS KOMMUN|Björn Lennart Lokind|0|2|2|1|1|4|1|60|74|58||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|53156614|Vallåsskolan 2|Box 275, Skolkontor Söder|30107|HALMSTAD|Vallås Centrum|30252|HALMSTAD|035-137583|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|J|N|N|N|J|J|J|N|N|N|HALMSTADS KOMMUN|Jan Åstrand|0|0|0|0|70|44|66|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|45539695|Vallåsskolan 3|Box 275, Skolkontor Söder|30107|HALMSTAD|Vallås centrum|30252|HALMSTAD|035-137583|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|J|J|J|J|N|N|N|N|N|N|HALMSTADS KOMMUN|Lisbeth Gustafsson|62|64|68|51|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|31012040|Vallåsskolan 4|Box 275, Skolkontor Söder|30107|HALMSTAD|Vallås centrum|30252|HALMSTAD|035-137583|http://www.halmstad.se/forskolaskola/|barnochelevenheten@halmstad.se|J|J|J|J|J|J|J|J|J|J|HALMSTADS KOMMUN|Camilla Lithander|0|0|0|0|0|0|0|0|0|0||Kommuner
Enskild|5564586716|13|Hallands län|1380|Halmstad|61582926|Vittra Halmstad|Nymansgatan 23|30233|HALMSTAD|Nymansgatan 23|30233|HALMSTAD|035-161380|http://www.vittra.se/halmstad|halmstad@vittra.se|J|J|J|J|J|J|J|J|J|J|Vittraskolorna AB|Anne Karlsson|22|21|23|27|18|21|17|11|14|13|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001215|13|Hallands län|1380|Halmstad|90287874|Åledsskolan 1|Box 39, Skolkontor Norr|30102|HALMSTAD|Kyrkvägen 35|30270|ÅLED|035-39186|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|J|J|J|J|J|J|N|N|N|HALMSTADS KOMMUN|Annika Palm|36|33|32|29|29|31|18|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|74243509|Östergårdsskolan 1|Box 180, Skolkontor Centrum|30105|HALMSTAD|Carl Kuylenstiernas väg 1|30252|HALMSTAD|035-182727|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|J|N|N|N|J|J|J|J|J|J|HALMSTADS KOMMUN|Biljana Mackic|0|0|0|0|0|0|102|88|74|69||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|24668709|Östergårdsskolan 2|Box 180, Skolkontor Centrum|30105|HALMSTAD|Carl Kuylenstiernas väg 1|30252|HALMSTAD|035-182727|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|N|N|N|N|N|N|J|J|J|J|HALMSTADS KOMMUN|Vakant|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|63902508|Östergårdsskolan 3|Box 180, Skolkontor Centrum|30105|HALMSTAD|Carl Kuylenstiernas väg 1|30252|HALMSTAD|035-182727|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|chatarina.mardell@halmstad.se|N|N|N|N|J|J|J|J|J|J|HALMSTADS KOMMUN|Chatarina Mardell|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|90716191|Östergårdsskolan 4|Box 180, Skolkontor Centrum|30105|HALMSTAD|Carl Kuylenstiernas väg 1|30252|HALMSTAD|035-182727|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|N|N|N|N|N|J|J|J|J|J|HALMSTADS KOMMUN|Mikael Wendt|0|0|0|0|40|42|2|47|50|76||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|92337813|Österledskolan 1|Box 39, Skolkontor Norr|30102|HALMSTAD|Esperedsvägen 30|31331|OSKARSTRÖM|035-49090|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor.635.html|barnochelevenheten@halmstad.se|N|N|N|N|N|N|N|J|J|J|HALMSTADS KOMMUN|Vakant|0|0|0|0|0|0|0|107|27|47||Kommuner
Kommunal|2120001215|13|Hallands län|1380|Halmstad|14732915|Österledskolan 2|Box 39, Skolkontor Norr|30102|HALMSTAD|Esperedsvägen 30|31331|OSKARSTRÖM|035-49090|http://www.halmstad.se/forskolaskola/grundskola616ar/grundskolor|barnochelevenheten@halmstad.se|N|N|N|N|N|N|N|J|J|J|HALMSTADS KOMMUN|Charles Lundholm|0|0|0|0|0|0|0|0|53|47||Kommuner
Kommunal|2120001223|13|Hallands län|1381|Laholm|37733735|Ahlaskolan|Laholms kommun|31280|LAHOLM|Ahla|31293|LAHOLM|0430-15218|http://www.laholm.se|barn.och.ungdomsnamnden@laholm.se|J|J|J|J|N|N|N|N|N|N|LAHOLMS KOMMUN|Gisela Berg Rudolfsson|24|20|20|16|0|0|0|0|0|0||Kommuner
Kommunal|2120001223|13|Hallands län|1381|Laholm|98871161|Blåkulla skola|Laholms kommun|31280|LAHOLM|Västerleden 60|31233|LAHOLM|0430-15471|http://www.laholm.se|barn.och.ungdomsnamnden@laholm.se|J|J|J|J|N|N|N|N|N|N|LAHOLMS KOMMUN|Eva Karlberg|24|24|18|25|0|0|0|0|0|0||Kommuner
Kommunal|2120001223|13|Hallands län|1381|Laholm|91969425|Genevadsskolan|Laholms kommun|31280|LAHOLM|Skolgatan 2|31021|GENEVAD|0430-15849|http://www.laholm.se|barn.och.ungdomsnamnden@laholm.se|J|J|J|J|N|N|N|N|N|N|LAHOLMS KOMMUN|Gisela Berg Rudolfsson|12|10|15|13|0|0|0|0|0|0||Kommuner
Kommunal|2120001223|13|Hallands län|1381|Laholm|21359430|Glänningeskolan|Laholms kommun|31280|LAHOLM|Timjangången 2|31020|LAHOLM|0430-15093|http://www.laholm.se|barn.och.ungdomsnamnden@laholm.se|J|J|J|J|N|N|N|N|N|N|LAHOLMS KOMMUN|Eva Karlberg|25|25|28|32|0|0|0|0|0|0||Kommuner
Enskild|8492022150|13|Hallands län|1381|Laholm|35596848|Hasslövs Bygdeskola|Pehr Osbecks väg 7|31297|LAHOLM|Pehr Osbecks väg 7|31297|LAHOLM|0430-26127|http://www.hasslovsbygdeskola.se|rektorn@hasslovsbygdeskola.se|J|J|J|J|J|J|J|N|N|N|HASSLÖV SKOLA IDEELL FÖRENING|Henrietta Gellert|5|5|7|3|5|7|0|0|0|0|Allmän|Ideella föreningar
Kommunal|2120001223|13|Hallands län|1381|Laholm|59683214|Hishultsskolan|Laholms kommun|31280|LAHOLM|Högfeldtsgatan 3|31231|HISHULT|0430-40366|http://www.laholm.se|barn.och.ungdomsnamnden@laholm.se|J|J|J|J|J|J|J|N|N|N|LAHOLMS KOMMUN|Marie Lövkvist|5|8|5|7|7|4|7|0|0|0||Kommuner
Kommunal|2120001223|13|Hallands län|1381|Laholm|87530959|Knäredsskolan|Laholms kommun|31280|LAHOLM|Sjöaredsvägen 17|31231|KNÄRED|0430-15838|http://www.laholm.se|barn.och.ungdomsnamnden@laholm.se|J|J|J|J|J|J|J|N|N|N|LAHOLMS KOMMUN|Gisela Berg Rudolfsson|17|13|12|11|20|17|11|0|0|0||Kommuner
Kommunal|2120001223|13|Hallands län|1381|Laholm|50150550|Lagaholmsskolan|Laholms kommun|31280|LAHOLM|Ringvägen 38|31231|LAHOLM|0430-15023|http://www.laholm.se|barn.och.ungdomsnamnden@laholm.se|N|N|N|N|N|N|N|J|J|J|LAHOLMS KOMMUN|Viveka Lennse|0|0|0|0|0|0|0|108|93|131||Kommuner
Kommunal|2120001223|13|Hallands län|1381|Laholm|76368627|Mellbystrandsskolan|Laholms kommun|31280|LAHOLM|Sjöfågelvägen|31261|MELLBYSTRAND|0430-15503|http://www.laholm.se|barn.och.ungdomsnamnden@laholm.se|J|J|J|J|J|J|J|N|N|N|LAHOLMS KOMMUN|Eva Karlberg|29|21|27|34|31|32|32|0|0|0||Kommuner
Kommunal|2120001223|13|Hallands län|1381|Laholm|85345776|Parkskolan|Laholms kommun|31280|LAHOLM|Engelbrektsgatan 6-8|31250|LAHOLM|0430-15001|http://www.laholm.se|barn.och.ungdomsnamnden@laholm.se|J|J|J|J|J|J|J|N|N|N|LAHOLMS KOMMUN|Magnus Bergkvist|38|33|28|30|89|75|86|0|0|0||Kommuner
Kommunal|2120001223|13|Hallands län|1381|Laholm|46467884|Skottorpsskolan|Laholms kommun|31280|LAHOLM|Lärarevägen 20|31245|SKOTTORP|0430-20089|http://www.laholm.se|barn.och.ungdomsnamnden@laholm.se|J|J|J|J|J|J|J|N|N|N|LAHOLMS KOMMUN|Mia Melin|25|22|24|20|21|13|17|0|0|0||Kommuner
Kommunal|2120001223|13|Hallands län|1381|Laholm|61290860|Vallbergaskolan|Laholms kommun|31280|LAHOLM|Ränneslövsvägen|31245|VALLBERGA|0430-26600|http://www.laholm.se|barn.och.ungdomsnamnden@laholm.se|J|J|J|J|J|J|J|N|N|N|LAHOLMS KOMMUN|Mia Melin|11|17|15|17|15|27|24|0|0|0||Kommuner
Kommunal|2120001223|13|Hallands län|1381|Laholm|95134514|Veingeskolan 7-9|Laholms kommun|31280|LAHOLM|Ådalavägen 3|31275|VEINGE|0430-15626|http://www.laholm.se|barn.och.ungdomsnamnden@laholm.se|N|N|N|N|N|N|N|J|J|J|LAHOLMS KOMMUN|Joakim Strand|1|0|0|0|0|0|0|92|76|89||Kommuner
Kommunal|2120001223|13|Hallands län|1381|Laholm|73088689|Veingeskolan F-6|Laholms kommun|31280|LAHOLM|Vibeshögsvägen 7|31294|VEINGE|0430-15654|http://www.laholm.se|barn.och.ungdomsnamnden@laholm.se|J|J|J|J|J|J|J|N|N|N|LAHOLMS KOMMUN|Elisabeth Collin|19|25|28|22|53|53|44|0|0|0||Kommuner
Kommunal|2120001223|13|Hallands län|1381|Laholm|35795213|Våxtorpsskolan|Laholms kommun|31280|LAHOLM|Kyrkvägen 2|31275|VÅXTORP|0430-15082|http://www.laholm.se|barn.och.ungdomsnamnden@laholm.se|J|J|J|J|J|J|J|J|J|J|LAHOLMS KOMMUN|Stefan Blessenius|23|20|14|32|19|28|31|76|80|49||Kommuner
Enskild|8492014298|13|Hallands län|1381|Laholm|40523308|Ysbyskolan|Brödåkravägen 10|31294|LAHOLM|Munkagårdsvägen|31294|LAHOLM|0430-62028||personalen@mollan-ysby.se|J|J|J|J|N|N|N|N|N|N|FÖRÄLDRAKOOPERATIVET MÖLLAN|Pia Wahlström|11|8|5|9|0|0|0|0|0|0|Allmän|Ideella föreningar
Enskild|7164422300|13|Hallands län|1381|Laholm|29824923|Öringe Skola|Öringelund 117-119|31291|LAHOLM|Öringelund 117-119|31291|LAHOLM|0430-70202|http://www.oringe.nu|rektorn@oringe.nu|J|J|J|J|J|J|J|N|N|N|ÖRINGE MONTESSORIFÖRENING EKONOMISK FÖRENING|Märtha Pastorek Gripson|6|7|8|5|7|8|8|0|0|0|Allmän|Ekonomiska föreningar utom bostadsrättsföreningar
Kommunal|2120001231|13|Hallands län|1382|Falkenberg|31158776|Apelskolan 1|Skolvägen 12|31160|ULLARED|Skolvägen 12|31160|ULLARED|0346-886000|http://www.falkenberg.se/1/skola--barnomsorg/grundskola/vara-grundskolor/apelskolan.html|kontaktcenter@falkenberg.se|J|J|J|J|J|J|N|N|N|N|FALKENBERGS KOMMUN|Madeleine Hyllsjö|19|14|19|11|15|18|0|0|0|0||Kommuner
Kommunal|2120001231|13|Hallands län|1382|Falkenberg|58501067|Apelskolan 2|Skolvägen 12|31160|ULLARED|Skolvägen 12|31160|ULLARED|0346-886000|http://www.falkenberg.se/1/skola--barnomsorg/grundskola/vara-grundskolor/apelskolan.html|kontaktcenter@falkenberg.se|N|N|N|N|N|N|J|J|J|J|FALKENBERGS KOMMUN|Bodil Samuelsson|0|0|0|0|0|0|68|51|70|79||Kommuner
Kommunal|2120001231|13|Hallands län|1382|Falkenberg|14729346|Fageredssskolan|Apelskolan, Skolvägen 12|31160|ULLARED|Maavägen 1|31162|ULLARED|0346-886000|http://www.falkenberg.se/1/skola--barnomsorg/grundskola/vara-grundskolor/fageredsskolan.html|Kontaktcenter@falkenberg.se|J|J|J|J|J|J|N|N|N|N|FALKENBERGS KOMMUN|Fredrik Larsson|4|4|7|5|5|9|0|0|0|0||Kommuner
